offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]"
139.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.8491637409999999,['D3'],139.0 to 139.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
140.0,<music21.chord.Chord B-3 G3>,"[0, 3]","[7, 10]","[5, 8]",58,55,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[5, 8]_5",0.8491637409999999,"['B-3', 'G3']",140.0 to 140.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
140.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.8491637409999999,['D3'],140.0 to 140.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
141.0,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]","[3, 7]",57,53,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[3, 7]_3",0.8491637409999999,"['A3', 'F3']",141.0 to 141.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
141.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.808573118,['D3'],141.0 to 141.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
142.0,<music21.chord.Chord D4>,[0],[2],[0],62,62,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.808573118,['D4'],142.0 to 142.5,[2],"['D3', 'D4']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.753592837,['D3'],142.0 to 142.5,[2],"['D3', 'D4']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143.0,<music21.chord.Chord F4>,[0],[5],[3],65,65,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[3]_3,0.753592837,['F4'],143.0 to 143.5,"[2, 5]","['D3', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
143.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.753592837,['D3'],143.0 to 143.5,"[2, 5]","['D3', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
144.0,<music21.chord.Chord A3 D4 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",62,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.753592837,"['A3', 'D4', 'D3', 'F3']",144.0 to 144.5,"[2, 5, 9]","['A3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
144.5,<music21.chord.Chord A3 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",57,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.7678589579999999,"['A3', 'D3', 'F3']",144.0 to 144.5,"[2, 5, 9]","['A3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
145.0,<music21.chord.Chord E3>,[0],[4],[2],52,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[2]_2,0.7678589579999999,['E3'],145.0 to 145.5,"[2, 4]","['D3', 'E3']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
145.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.834132497,['D3'],145.0 to 145.5,"[2, 4]","['D3', 'E3']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
146.0,<music21.chord.Chord F3 D3>,"[0, 3]","[2, 5]","[0, 3]",53,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3]_0",0.834132497,"['F3', 'D3']",146.0 to 146.5,"[2, 5]","['D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
146.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9157751270000001,['D3'],146.0 to 146.5,"[2, 5]","['D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
147.0,<music21.chord.Chord G3 E3>,"[0, 3]","[4, 7]","[2, 5]",55,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[2, 5]_2",0.9157751270000001,"['G3', 'E3']",147.0 to 147.5,"[2, 4, 7]","['D3', 'E3', 'G3']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
147.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],147.0 to 147.5,"[2, 4, 7]","['D3', 'E3', 'G3']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
148.0,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]","[3, 7]",57,53,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[3, 7]_3",0.9344393259999999,"['A3', 'F3']",148.0 to 148.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
148.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],148.0 to 148.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
149.0,<music21.chord.Chord B-3 G3>,"[0, 3]","[7, 10]","[5, 8]",58,55,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[5, 8]_5",0.9344393259999999,"['B-3', 'G3']",149.0 to 149.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
149.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],149.0 to 149.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
150.0,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]","[3, 7]",57,53,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[3, 7]_3",0.9344393259999999,"['A3', 'F3']",150.0 to 150.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
150.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],150.0 to 150.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
151.0,<music21.chord.Chord D4>,[0],[2],[0],62,62,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D4'],151.0 to 151.5,[2],"['D3', 'D4']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],151.0 to 151.5,[2],"['D3', 'D4']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152.0,<music21.chord.Chord F4>,[0],[5],[3],65,65,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[3]_3,0.9344393259999999,['F4'],152.0 to 152.5,"[2, 5]","['D3', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
152.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.9344393259999999,['D3'],152.0 to 152.5,"[2, 5]","['D3', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
153.0,<music21.chord.Chord A4 E4 C#3 E3>,"[0, 4, 7]","[9, 1, 4]","[7, 11, 2]",69,49,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[7, 11, 2]_11",0.9344393259999999,"['A4', 'E4', 'C#3', 'E3']",153.0 to 153.5,"[1, 4, 9]","['A3', 'A4', 'C#3', 'E3', 'E4']","[0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]"
153.5,<music21.chord.Chord A4 A3 C#3 E3>,"[0, 4, 7]","[9, 1, 4]","[7, 11, 2]",69,49,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[7, 11, 2]_11",0.9344393259999999,"['A4', 'A3', 'C#3', 'E3']",153.0 to 153.5,"[1, 4, 9]","['A3', 'A4', 'C#3', 'E3', 'E4']","[0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]"
154.0,<music21.chord.Chord C4>,[0],[0],[10],60,60,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[10]_10,0.9344393259999999,['C4'],154.0 to 154.5,"[0, 4]","['C4', 'E4']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
154.5,<music21.chord.Chord E4>,[0],[4],[2],64,64,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[2]_2,0.9344393259999999,['E4'],154.0 to 154.5,"[0, 4]","['C4', 'E4']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
155.0,<music21.chord.Chord A4 C#3 E3>,"[0, 4, 7]","[9, 1, 4]","[7, 11, 2]",69,49,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[7, 11, 2]_11",0.9344393259999999,"['A4', 'C#3', 'E3']",155.0 to 155.5,"[1, 4, 9]","['A3', 'A4', 'C#3', 'E3']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]"
155.5,<music21.chord.Chord A3>,[0],[9],[7],57,57,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[7]_7,0.9344393259999999,['A3'],155.0 to 155.5,"[1, 4, 9]","['A3', 'A4', 'C#3', 'E3']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0]"
156.0,<music21.chord.Chord A4 D4 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",69,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.9344393259999999,"['A4', 'D4', 'D3', 'F3']",156.0 to 156.5,"[2, 5, 9]","['A3', 'A4', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
156.5,<music21.chord.Chord A4 A3 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",69,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.921436776,"['A4', 'A3', 'D3', 'F3']",156.0 to 156.5,"[2, 5, 9]","['A3', 'A4', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
157.0,<music21.chord.Chord D4>,[0],[2],[0],62,62,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.921436776,['D4'],157.0 to 157.5,"[2, 5]","['D4', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
157.5,<music21.chord.Chord F4>,[0],[5],[3],65,65,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[3]_3,0.881619465,['F4'],157.0 to 157.5,"[2, 5]","['D4', 'F4']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
158.0,<music21.chord.Chord A4 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",69,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.881619465,"['A4', 'D3', 'F3']",158.0 to 158.5,"[2, 5, 9]","['A3', 'A4', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
158.5,<music21.chord.Chord A3>,[0],[9],[7],57,57,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[7]_7,0.870725539,['A3'],158.0 to 158.5,"[2, 5, 9]","['A3', 'A4', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
159.0,<music21.chord.Chord A4 E4 C3 E3>,"[0, 3, 7]","[9, 0, 4]","[7, 10, 2]",69,48,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[7, 10, 2]_10",0.870725539,"['A4', 'E4', 'C3', 'E3']",159.0 to 159.5,"[0, 4, 9]","['A4', 'C3', 'C4', 'E3', 'E4']","[2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]"
159.5,<music21.chord.Chord C4>,[0],[0],[10],60,60,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,9,minor,[3]_3,0.836790307,['C4'],159.0 to 159.5,"[0, 4, 9]","['A4', 'C3', 'C4', 'E3', 'E4']","[2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0]"
160.0,<music21.chord.Chord A4 B3 D3 F3>,"[0, 2, 5, 8]","[9, 11, 2, 5]","[7, 9, 0, 3]",69,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,9,minor,"[0, 2, 5, 8]_5",0.836790307,"['A4', 'B3', 'D3', 'F3']",160.0 to 160.5,"[2, 5, 9, 11]","['A4', 'B3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
160.5,<music21.chord.Chord D4>,[0],[2],[0],62,62,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,9,minor,[5]_5,0.836790307,['D4'],160.0 to 160.5,"[2, 5, 9, 11]","['A4', 'B3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
161.0,<music21.chord.Chord G#4 E3>,"[0, 4]","[4, 8]","[2, 6]",68,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,9,minor,"[7, 11]_7",0.836790307,"['G#4', 'E3']",161.0 to 161.5,"[4, 8]","['E3', 'G#3', 'G#4']","[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]"
161.5,<music21.chord.Chord G#3>,[0],[8],[6],56,56,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[6]_6,0.89974329,['G#3'],161.0 to 161.5,"[4, 8]","['E3', 'G#3', 'G#4']","[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0]"
162.0,<music21.chord.Chord A4 A3 A2 E3>,"[0, 5]","[4, 9]","[2, 7]",69,45,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[2, 7]_7",0.89974329,"['A4', 'A3', 'A2', 'E3']",162.0 to 162.5,"[4, 9]","['A2', 'A3', 'A4', 'E3']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]"
162.5,<music21.chord.Chord A4 A2 E3>,"[0, 5]","[4, 9]","[2, 7]",69,45,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[2, 7]_7",0.89974329,"['A4', 'A2', 'E3']",162.0 to 162.5,"[4, 9]","['A2', 'A3', 'A4', 'E3']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]"
163.0,<music21.chord.Chord C3>,[0],[0],[10],48,48,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[10]_10,0.89974329,['C3'],163.0 to 163.5,"[0, 4]","['C3', 'E3']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
163.5,<music21.chord.Chord E3>,[0],[4],[2],52,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[2]_2,0.89974329,['E3'],163.0 to 163.5,"[0, 4]","['C3', 'E3']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
164.0,<music21.chord.Chord A2>,[0],[9],[7],45,45,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[7]_7,0.89974329,['A2'],164.0 to 164.5,[9],"['A2', 'A3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
164.5,<music21.chord.Chord A3>,[0],[9],[7],57,57,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[7]_7,0.89974329,['A3'],164.0 to 164.5,[9],"['A2', 'A3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
165.0,<music21.chord.Chord A3 D4 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",62,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.89974329,"['A3', 'D4', 'D3', 'F3']",165.0 to 165.5,"[2, 5, 9]","['A3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
165.5,<music21.chord.Chord A3 D3 F3>,"[0, 3, 7]","[2, 5, 9]","[0, 3, 7]",57,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3, 7]_0",0.89974329,"['A3', 'D3', 'F3']",165.0 to 165.5,"[2, 5, 9]","['A3', 'D3', 'D4', 'F3']","[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
166.0,<music21.chord.Chord E3>,[0],[4],[2],52,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[2]_2,0.89974329,['E3'],166.0 to 166.5,"[2, 4]","['D3', 'E3']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
166.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.89974329,['D3'],166.0 to 166.5,"[2, 4]","['D3', 'E3']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
167.0,<music21.chord.Chord F3 D3>,"[0, 3]","[2, 5]","[0, 3]",53,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[0, 3]_0",0.89974329,"['F3', 'D3']",167.0 to 167.5,"[2, 5]","['D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
167.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.89974329,['D3'],167.0 to 167.5,"[2, 5]","['D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
168.0,<music21.chord.Chord G3 E3>,"[0, 3]","[4, 7]","[2, 5]",55,52,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[2, 5]_2",0.89974329,"['G3', 'E3']",168.0 to 168.5,"[2, 4, 7]","['D3', 'E3', 'G3']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
168.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.89974329,['D3'],168.0 to 168.5,"[2, 4, 7]","['D3', 'E3', 'G3']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
169.0,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]","[3, 7]",57,53,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[3, 7]_3",0.89974329,"['A3', 'F3']",169.0 to 169.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
169.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.89974329,['D3'],169.0 to 169.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
170.0,<music21.chord.Chord B-3 G3>,"[0, 3]","[7, 10]","[5, 8]",58,55,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[5, 8]_5",0.89974329,"['B-3', 'G3']",170.0 to 170.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
170.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.8700709759999999,['D3'],170.0 to 170.5,"[2, 7, 10]","['B-3', 'D3', 'G3']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
171.0,<music21.chord.Chord A3 F3>,"[0, 4]","[5, 9]","[3, 7]",57,53,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,"[3, 7]_3",0.8700709759999999,"['A3', 'F3']",171.0 to 171.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
171.5,<music21.chord.Chord D3>,[0],[2],[0],50,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,minor,[0]_0,0.833867912,['D3'],171.0 to 171.5,"[2, 5, 9]","['A3', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
