offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]"
186.5,<music21.chord.Chord G5 D4 B-4 F#4 F#3>,"[0, 1, 4, 8]","[6, 7, 10, 2]","[11, 0, 3, 7]",79,54,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[11, 0, 3, 7]_11",0.942486554,"['G5', 'D4', 'B-4', 'F#4', 'F#3']",186.0 to 186.875,"[2, 6, 7, 10]","['B-4', 'D4', 'F#3', 'F#4', 'G3', 'G4', 'G5']","[0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]"
186.875,<music21.chord.Chord F#4 F#3>,[0],[6],[11],66,54,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[11]_11,0.942486554,"['F#4', 'F#3']",186.0 to 186.875,"[2, 6, 7, 10]","['B-4', 'D4', 'F#3', 'F#4', 'G3', 'G4', 'G5']","[0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]"
187.0,<music21.chord.Chord G4 G3>,[0],[7],[0],67,55,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[0]_0,0.942486554,"['G4', 'G3']",187.0 to 187.5,"[7, 9]","['A3', 'A4', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]"
187.5,<music21.chord.Chord A4 A3>,[0],[9],[2],69,57,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[2]_2,0.942486554,"['A4', 'A3']",187.0 to 187.5,"[7, 9]","['A3', 'A4', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]"
188.0,<music21.chord.Chord B-4 B-3>,[0],[10],[3],70,58,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[3]_3,0.942486554,"['B-4', 'B-3']",188.0 to 188.5,"[0, 10]","['B-3', 'B-4', 'C4', 'C5']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
188.5,<music21.chord.Chord C5 C4>,[0],[0],[5],72,60,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[5]_5,0.942486554,"['C5', 'C4']",188.0 to 188.5,"[0, 10]","['B-3', 'B-4', 'C4', 'C5']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
189.0,<music21.chord.Chord D5 D4>,[0],[2],[7],74,62,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[7]_7,0.942486554,"['D5', 'D4']",189.0 to 189.0,[2],"['D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190.0,<music21.chord.Chord C5 A5 D4>,"[0, 3, 5]","[9, 0, 2]","[2, 5, 7]",81,62,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[2, 5, 7]_7",0.942486554,"['C5', 'A5', 'D4']",190.0 to 190.0,"[0, 2, 9]","['A5', 'C5', 'D4']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
191.0,<music21.chord.Chord F#5 D4 A4>,"[0, 4, 7]","[2, 6, 9]","[7, 11, 2]",78,62,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[7, 11, 2]_7",0.942486554,"['F#5', 'D4', 'A4']",191.0 to 191.0,"[2, 6, 9]","['A4', 'D4', 'F#5']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
192.0,<music21.chord.Chord G5 D4 B-4 G4 G3>,"[0, 3, 7]","[7, 10, 2]","[0, 3, 7]",79,55,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[0, 3, 7]_0",0.942486554,"['G5', 'D4', 'B-4', 'G4', 'G3']",192.0 to 192.875,"[2, 6, 7, 10]","['B-4', 'D4', 'F#3', 'F#4', 'G3', 'G4', 'G5']","[0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]"
192.5,<music21.chord.Chord G5 D4 B-4 F#4 F#3>,"[0, 1, 4, 8]","[6, 7, 10, 2]","[11, 0, 3, 7]",79,54,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[11, 0, 3, 7]_11",0.942486554,"['G5', 'D4', 'B-4', 'F#4', 'F#3']",192.0 to 192.875,"[2, 6, 7, 10]","['B-4', 'D4', 'F#3', 'F#4', 'G3', 'G4', 'G5']","[0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]"
192.875,<music21.chord.Chord F#4 F#3>,[0],[6],[11],66,54,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[11]_11,0.942486554,"['F#4', 'F#3']",192.0 to 192.875,"[2, 6, 7, 10]","['B-4', 'D4', 'F#3', 'F#4', 'G3', 'G4', 'G5']","[0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]"
193.0,<music21.chord.Chord G4 G3>,[0],[7],[0],67,55,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[0]_0,0.942486554,"['G4', 'G3']",193.0 to 193.5,"[7, 9]","['A3', 'A4', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]"
193.5,<music21.chord.Chord A4 A3>,[0],[9],[2],69,57,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[2]_2,0.942486554,"['A4', 'A3']",193.0 to 193.5,"[7, 9]","['A3', 'A4', 'G3', 'G4']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]"
194.0,<music21.chord.Chord B-4 B-3>,[0],[10],[3],70,58,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[3]_3,0.942486554,"['B-4', 'B-3']",194.0 to 194.5,"[0, 10]","['B-3', 'B-4', 'C4', 'C5']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
194.5,<music21.chord.Chord C5 C4>,[0],[0],[5],72,60,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[5]_5,0.899038262,"['C5', 'C4']",194.0 to 194.5,"[0, 10]","['B-3', 'B-4', 'C4', 'C5']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
195.0,<music21.chord.Chord D5 D4>,[0],[2],[7],74,62,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[7]_7,0.899038262,"['D5', 'D4']",195.0 to 195.0,[2],"['D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196.0,<music21.chord.Chord D4 D3>,[0],[2],[7],62,50,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[7]_7,0.84448543,"['D4', 'D3']",196.0 to 196.0,[2],"['D3', 'D4']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198.0,<music21.chord.Chord B-5 B-2>,[0],[10],[3],82,46,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[3]_3,0.84448543,"['B-5', 'B-2']",198.0 to 198.5,"[9, 10]","['A2', 'B-2', 'B-5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
198.5,<music21.chord.Chord B-5 A2>,"[0, 1]","[9, 10]","[2, 3]",82,45,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[2, 3]_2",0.8431407759999999,"['B-5', 'A2']",198.0 to 198.5,"[9, 10]","['A2', 'B-2', 'B-5']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
199.0,<music21.chord.Chord B-5 B-2>,[0],[10],[3],82,46,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[3]_3,0.8431407759999999,"['B-5', 'B-2']",199.0 to 199.5,"[0, 10]","['B-2', 'B-5', 'C3']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
199.5,<music21.chord.Chord B-5 C3>,"[0, 2]","[10, 0]","[3, 5]",82,48,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[3, 5]_5",0.790631765,"['B-5', 'C3']",199.0 to 199.5,"[0, 10]","['B-2', 'B-5', 'C3']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
200.0,<music21.chord.Chord B-5 D3>,"[0, 4]","[10, 2]","[3, 7]",82,50,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,"[3, 7]_7",0.790631765,"['B-5', 'D3']",200.0 to 200.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
200.5,<music21.chord.Chord B-5 E-3>,"[0, 5]","[10, 3]","[3, 8]",82,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 5]_5",0.771876283,"['B-5', 'E-3']",200.0 to 200.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
200.75,<music21.chord.Chord E-3>,[0],[3],[8],51,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[5]_5,0.771876283,['E-3'],200.0 to 200.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
201.0,<music21.chord.Chord A5 A4 F4 F3>,"[0, 4]","[5, 9]","[10, 2]",81,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11]_7",0.771876283,"['A5', 'A4', 'F4', 'F3']",201.0 to 201.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
201.5,<music21.chord.Chord A5 C5 A4 F3>,"[0, 4, 7]","[5, 9, 0]","[10, 2, 5]",81,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11, 2]_7",0.771876283,"['A5', 'C5', 'A4', 'F3']",201.0 to 201.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
201.875,<music21.chord.Chord A5 C5 A4>,"[0, 3]","[9, 0]","[2, 5]",81,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2]_11",0.771876283,"['A5', 'C5', 'A4']",201.0 to 201.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
202.0,<music21.chord.Chord A5 E-5 C5>,"[0, 3, 6]","[9, 0, 3]","[2, 5, 8]",81,72,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2, 5]_2",0.771876283,"['A5', 'E-5', 'C5']",202.0 to 202.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
202.5,<music21.chord.Chord A5 C5 A4>,"[0, 3]","[9, 0]","[2, 5]",81,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2]_11",0.771876283,"['A5', 'C5', 'A4']",202.0 to 202.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
202.625,<music21.chord.Chord A5>,[0],[9],[2],81,81,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[11]_11,0.771876283,['A5'],202.0 to 202.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
203.0,<music21.chord.Chord C6 A4 F4>,"[0, 4, 7]","[5, 9, 0]","[10, 2, 5]",84,65,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11, 2]_7",0.771876283,"['C6', 'A4', 'F4']",203.0 to 203.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
203.125,<music21.chord.Chord C6>,[0],[0],[5],84,84,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[2]_2,0.8113462509999999,['C6'],203.0 to 203.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
203.5,<music21.chord.Chord E-5 C5 A4>,"[0, 3, 6]","[9, 0, 3]","[2, 5, 8]",75,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2, 5]_11",0.8113462509999999,"['E-5', 'C5', 'A4']",203.0 to 203.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
203.625,<music21.chord.Chord E-5>,[0],[3],[8],75,75,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[5]_5,0.8113462509999999,['E-5'],203.0 to 203.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
204.0,<music21.chord.Chord D5 B-4 B-2>,"[0, 4]","[10, 2]","[3, 7]",74,46,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 4]_0",0.8113462509999999,"['D5', 'B-4', 'B-2']",204.0 to 204.875,"[2, 9, 10]","['A2', 'B-2', 'B-4', 'D5']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
204.5,<music21.chord.Chord D5 B-4 A2>,"[0, 1, 5]","[9, 10, 2]","[2, 3, 7]",74,45,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 0, 4]_11",0.826539969,"['D5', 'B-4', 'A2']",204.0 to 204.875,"[2, 9, 10]","['A2', 'B-2', 'B-4', 'D5']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
204.875,<music21.chord.Chord A2>,[0],[9],[2],45,45,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[11]_11,0.826539969,['A2'],204.0 to 204.875,"[2, 9, 10]","['A2', 'B-2', 'B-4', 'D5']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
205.0,<music21.chord.Chord B-5 B-2>,[0],[10],[3],82,46,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[0]_0,0.826539969,"['B-5', 'B-2']",205.0 to 205.5,"[0, 10]","['B-2', 'B-5', 'C3']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
205.5,<music21.chord.Chord B-5 C3>,"[0, 2]","[10, 0]","[3, 5]",82,48,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 2]_2",0.847199549,"['B-5', 'C3']",205.0 to 205.5,"[0, 10]","['B-2', 'B-5', 'C3']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
206.0,<music21.chord.Chord B-5 D3>,"[0, 4]","[10, 2]","[3, 7]",82,50,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 4]_4",0.847199549,"['B-5', 'D3']",206.0 to 206.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
206.5,<music21.chord.Chord B-5 E-3>,"[0, 5]","[10, 3]","[3, 8]",82,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 5]_5",0.847199549,"['B-5', 'E-3']",206.0 to 206.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
206.75,<music21.chord.Chord E-3>,[0],[3],[8],51,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[5]_5,0.847199549,['E-3'],206.0 to 206.75,"[2, 3, 10]","['B-5', 'D3', 'E-3']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
207.0,<music21.chord.Chord A5 A4 F4 F3>,"[0, 4]","[5, 9]","[10, 2]",81,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11]_7",0.847199549,"['A5', 'A4', 'F4', 'F3']",207.0 to 207.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
207.5,<music21.chord.Chord A5 C5 A4 F3>,"[0, 4, 7]","[5, 9, 0]","[10, 2, 5]",81,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11, 2]_7",0.847199549,"['A5', 'C5', 'A4', 'F3']",207.0 to 207.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
207.875,<music21.chord.Chord A5 C5 A4>,"[0, 3]","[9, 0]","[2, 5]",81,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2]_11",0.847199549,"['A5', 'C5', 'A4']",207.0 to 207.875,"[0, 5, 9]","['A4', 'A5', 'C5', 'F3', 'F4']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0]"
208.0,<music21.chord.Chord A5 E-5 C5>,"[0, 3, 6]","[9, 0, 3]","[2, 5, 8]",81,72,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2, 5]_2",0.847199549,"['A5', 'E-5', 'C5']",208.0 to 208.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
208.5,<music21.chord.Chord A5 C5 A4>,"[0, 3]","[9, 0]","[2, 5]",81,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2]_11",0.8505478870000001,"['A5', 'C5', 'A4']",208.0 to 208.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
208.625,<music21.chord.Chord A5>,[0],[9],[2],81,81,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[11]_11,0.8505478870000001,['A5'],208.0 to 208.625,"[0, 3, 9]","['A4', 'A5', 'C5', 'E-5']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"
209.0,<music21.chord.Chord C6 A4 F4>,"[0, 4, 7]","[5, 9, 0]","[10, 2, 5]",84,65,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11, 2]_7",0.8505478870000001,"['C6', 'A4', 'F4']",209.0 to 209.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
209.125,<music21.chord.Chord C6>,[0],[0],[5],84,84,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[2]_2,0.8505478870000001,['C6'],209.0 to 209.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
209.5,<music21.chord.Chord E-5 C5 A4>,"[0, 3, 6]","[9, 0, 3]","[2, 5, 8]",75,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[11, 2, 5]_11",0.8505478870000001,"['E-5', 'C5', 'A4']",209.0 to 209.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
209.625,<music21.chord.Chord E-5>,[0],[3],[8],75,75,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[5]_5,0.8505478870000001,['E-5'],209.0 to 209.625,"[0, 3, 5, 9]","['A4', 'C5', 'C6', 'E-5', 'F4']","[2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
210.0,<music21.chord.Chord D5 B-4 B-3>,"[0, 4]","[10, 2]","[3, 7]",74,58,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 4]_0",0.8505478870000001,"['D5', 'B-4', 'B-3']",210.0 to 210.875,"[2, 10]","['B-3', 'B-4', 'D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
210.5,<music21.chord.Chord D4 B-4 B-3>,"[0, 4]","[10, 2]","[3, 7]",70,58,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[0, 4]_0",0.8505478870000001,"['D4', 'B-4', 'B-3']",210.0 to 210.875,"[2, 10]","['B-3', 'B-4', 'D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
210.875,<music21.chord.Chord D4>,[0],[2],[7],62,62,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[4]_4,0.8505478870000001,['D4'],210.0 to 210.875,"[2, 10]","['B-3', 'B-4', 'D4', 'D5']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
211.0,<music21.chord.Chord E-4 E-3>,[0],[3],[8],63,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[5]_5,0.8505478870000001,"['E-4', 'E-3']",211.0 to 211.875,"[0, 3]","['C5', 'E-3', 'E-4']","[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
211.5,<music21.chord.Chord C5 E-4 E-3>,"[0, 3]","[0, 3]","[5, 8]",72,51,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[2, 5]_5",0.8505478870000001,"['C5', 'E-4', 'E-3']",211.0 to 211.875,"[0, 3]","['C5', 'E-3', 'E-4']","[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
211.875,<music21.chord.Chord C5>,[0],[0],[5],72,72,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[2]_2,0.8505478870000001,['C5'],211.0 to 211.875,"[0, 3]","['C5', 'E-3', 'E-4']","[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
212.0,<music21.chord.Chord F4 F3>,[0],[5],[10],65,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[7]_7,0.8505478870000001,"['F4', 'F3']",212.0 to 212.875,"[5, 9]","['A4', 'F3', 'F4']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]"
212.5,<music21.chord.Chord A4 F4 F3>,"[0, 4]","[5, 9]","[10, 2]",69,53,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,"[7, 11]_7",0.8505478870000001,"['A4', 'F4', 'F3']",212.0 to 212.875,"[5, 9]","['A4', 'F3', 'F4']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]"
212.875,<music21.chord.Chord A4>,[0],[9],[2],69,69,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[11]_11,0.8505478870000001,['A4'],212.0 to 212.875,"[5, 9]","['A4', 'F3', 'F4']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0]"
213.0,<music21.chord.Chord B-3 B-2>,[0],[10],[3],58,46,String Quartet Op1 No4 ii G major.mid,Haydn,10,major,[0]_0,0.8505478870000001,"['B-3', 'B-2']",213.0 to 213.0,[10],"['B-2', 'B-3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
214.0,<music21.chord.Chord D4 D3>,[0],[2],[7],62,50,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[7]_7,0.876691509,"['D4', 'D3']",214.0 to 214.5,"[0, 2]","['C3', 'C4', 'D3', 'D4']","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214.5,<music21.chord.Chord C4 C3>,[0],[0],[5],60,48,String Quartet Op1 No4 ii G major.mid,Haydn,7,minor,[5]_5,0.9306980340000001,"['C4', 'C3']",214.0 to 214.5,"[0, 2]","['C3', 'C4', 'D3', 'D4']","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
